281,2:05:30,Dickson Chumba,KEN,27.10.86,1,Tokyo,25.02.2018
285,2:05:31,Evans Chebet,KEN,05.03.88,3,Berlin,25.09.2016
286,2:05:32,Norbert Kigen,KEN,24.01.93,7,Amsterdam,16.10.2022
286,2:05:32,Titus Kibiego,KEN,03.05.96,4,Tokyo,05.03.2023
286,2:05:32,Abdi Nageeye,NED,02.03.89,3,Rotterdam,16.04.2023
289,2:05:33,Vincent Kipruto,KEN,13.09.87,2,Rotterdam,10.04.2011
289,2:05:33,Evans Barkokwet,KEN,05.03.88,2,Seoul,20.03.2016
289,2:05:33,Felix Kipchirchir,KEN,07.12.88,1,Daegu,07.04.2019
289,2:05:33,Gashau Ayale,ISR,22.08.96,4,Sevilla,19.02.2023
293,2:05:34,Ghirmay Ghebreslassie,ERI,14.11.95,3,Sevilla,20.02.2022
294,2:05:36,James Kipsang Kwambai,KEN,28.02.83,2,Berlin,28.09.2008
294,2:05:36,Wilson Chebet,KEN,07.12.85,1,Amsterdam,20.10.2013
294,2:05:36,Tamirat Tola,ETH,11.08.91,1,Eugene,17.07.2022
294,2:05:36,Cameron Levins,CAN,28.03.89,5,Tokyo,05.03.2023
298,2:05:37,Moses Mosop,KEN,17.07.85,1,Chicago,09.10.2011
298,2:05:37,Wilson Loyanai,KEN,20.11.88,1,Seoul,18.03.2012
298,2:05:37,Philemon Rono,KEN,08.02.91,10,Valencia,06.12.2020
298,2:05:37,Ronald Korir,KEN,10.04.91,8,Valencia,04.12.2022
298,2:05:37,Kaan Kigen Özbilen,TUR,15.01.86,3,Barcelona,19.03.2023
303,2:05:38,Khalid Khannouchi,USA,22.12.71,1,London,14.04.2002
303,2:05:38,Tilahun Regessa,ETH,18.01.90,1,Rotterdam,14.04.2013
303,2:05:38,Deme Tadu Abate,ETH,11.09.97,6,Tokyo,05.03.2023
306,2:05:39,Eliud Kiptanui,KEN,06.06.89,1,Praha,09.05.2010
306,2:05:39,Mule Wasihun,ETH,20.10.93,4,Amsterdam,15.10.2017
306,2:05:39,Mohamed Farah,GBR,23.03.83,5,London,28.04.2019
309,2:05:41,Samuel Wanjiru,KEN,10.11.86,1,Chicago,11.10.2009
309,2:05:41,Dadi Yami,ETH,02.04.88,6,Dubai,27.01.2012
309,2:05:41,Wilson Chebet,KEN,07.12.85,1,Amsterdam,21.10.2012
309,2:05:41,Getu Feleke,ETH,28.11.86,1,Wien,13.04.2014
309,2:05:41,Shura Kitata Tola,ETH,09.06.96,1,London,04.10.2020
309,2:05:41,Laban Korir,KEN,30.12.85,8,Amsterdam,16.10.2022
309,2:05:41,Shifera Tamru,ETH,01.10.98,2,Seoul,19.03.2023
316,2:05:42,Khalid Khannouchi,MAR,22.12.71,1,Chicago,24.10.1999
316,2:05:42,Shami Abdullah,ETH,16.07.84,7,Dubai,27.01.2012
316,2:05:42,Deressa Chisma,ETH,21.11.76,8,Dubai,27.01.2012
316,2:05:42,Dickson Chumba,KEN,27.10.86,1,Tokyo,23.02.2014
316,2:05:42,Emmanuel Saina,KEN,06.09.92,3,Rotterdam,07.04.2019
316,2:05:42,Vincent Toroitich,KEN,03.08.90,2,London,04.10.2020
316,2:05:42,Abdisa Tola,ETH,03.10.00,1,Dubai,12.02.2023
316,2:05:42,Bethwel Kibet,KEN,91,5,Sevilla,19.02.2023
316,2:05:42,Josphat Boit,KEN,25.11.95,13,Berlin,24.09.2023
325,2:05:43,Amos Kipruto,KEN,16.09.92,5,Amsterdam,15.10.2017
325,2:05:43,Evans Chebet,KEN,05.03.88,4,London,03.10.2021
327,2:05:44,Getu Feleke,ETH,28.11.86,1,Amsterdam,17.10.2010
327,2:05:44,Mule Wasihun,ETH,20.10.93,5,Dubai,22.01.2016
327,2:05:44,Kenneth Kipkemoi,KEN,02.08.84,1,Rotterdam,08.04.2018
327,2:05:44,Philemon Kiplimo,KEN,10.10.98,9,Valencia,04.12.2022
327,2:05:44,Deme Tadu Abate,ETH,11.09.97,14,Berlin,24.09.2023
